Id,Title,Message,Time,Time_diff
143,Fix limits.h to include page.h which provides PAGE_SIZE,"Fix limits.h to include page.h which provides PAGE_SIZE

See 6331db3fd251ddc350913cc1e8a7941740c25f63

Change-Id: I85083d754fe9b722efcb8ea73f17d88d505c90d1
",2012/11/20 8:13,595
144,libpixelflinger: disabled ARMv6 optimization on ARMv5te,"libpixelflinger: disabled ARMv6 optimization on ARMv5te

Change-Id: Ie7048fc69b2a874c3a2c5d2e961f6610cd280516
Signed-off-by: xingli <xingli@marvell.com>
Signed-off-by: Hurri Lu <jlu32@marvell.com>
Signed-off-by: Weichuan Yan <yan.weichuan@gmail.com>
",2012/8/9 7:18,730
145,"[MIPS] iterators0032(int32_t*,...)  was calling itself instead of calling iterators0032(int64_t*,...)","[MIPS] iterators0032(int32_t*,...)  was calling itself instead of calling iterators0032(int64_t*,...)
",2012/1/31 23:39,938
146,ext4_utils: xattr_assert_sane false positives,"ext4_utils: xattr_assert_sane false positives

The end of the xattr block is a moving target, the
value is placed at the end of the block. Make sure
the end check understands when it collides with the
value data.

Change-Id: Iee6e4e90664a3c2c5056006870b0f2f22b236bad
",2015/4/3 0:17,772
147,stagefright: Fix seeking in MPEG4 container,"stagefright: Fix seeking in MPEG4 container

- seek based on user-visible timestamp
- seek to previous, next and closest exactly

Bug: 12786906
Change-Id: I2d5e1fbff6469b6f081a284be2222a4cb50aa754
",2014/7/18 23:31,666
148,FM Radio: Add support for FM Radio in Android,"FM Radio: Add support for FM Radio in Android

Creating interface and framework for using FM Radio
RX and TX from different vendors.

Depends-On: I1c950690b13cfda09a14ef5f8fbfc2c41f49e2d2

Change-Id: I1a71aed01bfffdddfabf1cdfbfa3707cb1ed016b
Signed-off-by: Benn Porscke <benn.porscke@stericsson.com>",2012/11/6 9:42,660
149,"Generate idmap files via proxy program, just like dexopt.","Generate idmap files via proxy program, just like dexopt.

This commit changes how idmap files are generated by introducing a new
program, /system/bin/idmap, responsible for idmap creation. The tool
may be invoked similar to dexopt, ie via installd or as a stand-alone
program.

The stand-alone program allows creation of idmap files at any given
moment during runtime (eg package installation), rather than during boot
only.

Note: this commit depends on project platform/build to include the
addition of module `idmap'.

Change-Id: Ie6f8ecdcf92ae929407c4457b08882a9ce4c210a",2012/3/8 16:07,283
150,Suppress Clang compilation warnings.,"Suppress Clang compilation warnings.

Ignore warnings about unused parameters, deprecated declarations,
mismatched struct vs class tags, and initialization of static
constant float data members.
Also change one potential error of allocating variable length
array of non-POD element type on stack.

BUG: 17512760
Change-Id: I3a09c945fb1c17f27aff74a7e439dd4c35d1fb32
",2014/9/15 22:03,277
151,Update Mac build environment documentation,"Update Mac build environment documentation

This breaks the build environment instructions into branch-specific sections so that the documented environment requirements for each branch may evolve independently. Since I have only tested builds on 10.6 and 10.7, I tried to leave all other sections as untouched as possible.

While I cannot say that the instructions in the ""android-4.0.3_r1 branch and all earlier branches"" section are exactly correct, this change makes it obvious that building Master on a modern OS X environment is extremely easy. I think this will be valuable to developers who choose to work on Macs.

I'm trusting that developers who actually need to build earlier branches will update the documentation in those sections.

A live version of this change is available here:

http://mohsdev.com:8080/source/initializing.html

Change-Id: I0539c412604836debfbe3986a6fc7f7be15f7e89
Signed-off-by: David Mohs <dmohs@google.com>
",2012/3/1 3:39,270
152,Switch to NetBSD's kill(1).,"Switch to NetBSD's kill(1).

Change-Id: Idd1635673e01758b5a7d34f1fdfbb695296c6164
",2014/7/22 17:46,259
153,Don't force x86 devices to run an insanely long test.,"Don't force x86 devices to run an insanely long test.

This takes 3 minutes on a z620, so it's borderline unacceptable even on a fast
desktop!

Change-Id: I1ab63f857540011e62ff5ee71128ed15204bfdef
",2013/8/12 20:43,238
154,Re-factor Quick ABI support,"Re-factor Quick ABI support

Now every architecture must provide a mapper between
VRs parameters and physical registers. Additionally as
a helper function architecture can provide a bulk copy
helper for GenDalvikArgs utility.
All other things becomes a common code stuff:
GetArgMappingToPhysicalReg, GenDalvikArgsNoRange,
GenDalvikArgsRange, FlushIns.

Mapper now uses shorty representation of input
parameters. This is required due to location are not
enough to detect the type of parameter (fp or core).
For the details
see https://android-review.googlesource.com/#/c/113936/.

Change-Id: Ie762b921e0acaa936518ee6b63c9a9d25f83e434
Signed-off-by: Serguei Katkov <serguei.i.katkov@intel.com>
",2014/11/21 9:20,233
155,Phone: Display Supplementary Service Notifications,"Phone: Display Supplementary Service Notifications

CallNotifier registers for SVC notifications and the message
is displayed in the form of Toast to the user with the appropriate
text depending on the type of notification.

Change-Id: Ic61628882fef7409deae677f50f380e62bef98f6
",2012/1/19 13:17,226
156,"RIO-7396: Speech decoders AMR-NB & WB: bring android change request: 11541, 11542, and 11543 to Opencore","RIO-7396: Speech decoders AMR-NB & WB: bring android change request: 11541, 11542, and 11543 to Opencore
",2009/9/24 0:17,195
157,change the policy when connecting to Wi-Fi access point. The secure AP has higher priority than the open AP. Signed-off-by: zhihong.GUO <zhihong.guo@orange.com>,"change the policy when connecting to Wi-Fi access point. The secure
AP has higher priority than the open AP.
Signed-off-by: zhihong.GUO <zhihong.guo@orange.com>

Change-Id: I4180419bd30619aa7079b8cee0f650d65a813b69
",2013/8/6 13:18,188
158,Fix abort(3) to raise SIGABRT rather than causing SIGSEGV.,"Fix abort(3) to raise SIGABRT rather than causing SIGSEGV.

tgkill() needs the .save stack unwinding directive to get the complete
stack trace.

Change-Id: Ifb447dca2147a592c48baf32769dfc175d8aea72
",2013/6/11 0:03,183
159,Unify how base and overlay packages are matched,"Unify how base and overlay packages are matched

This commit removes the legacy strategy for matching base and overlay
packages, based on explicit path names (eg [1] and [2]). The only
recognized strategy going forward is specifying overlay packages with
the following tag in their AndroidManifest.xml files:

  <manifest>
    <overlay target=""..."" priority=""...""/>
    ...
  </manifest>

The target attribute is the package name of the base package; the
priority attribute an integer. A higher number corresponds to a higher
precedence. Packages with higher precedence will be consulted earlier
during resource lookup, effectively giving them the option to provide
a value for the requested resource or pass the request on to other
packages (configuration constraints and tighter configuration coherence
rules still apply).

Overlay packages must reside directly in /vendor/overlay. This is a
change from earlier commits, where overlay packages were expected to
reside in directories /vendor/overlay/framework and /vendor/overlay/app.

1. /system/framework/framework-res.apk
2. /vendor/overlay/framework/framework-res.apk

Change-Id: Id196346d751619dc8537178e835ca3395de69933
",2012/7/27 9:21,120
160,WIP: art: Refactor RuntimeOptions/ParsedOptions,"WIP: art: Refactor RuntimeOptions/ParsedOptions

A (mostly done) work-in-progress to refactor the RuntimeOptions to be a
type-safe map (VariantMap, see runtime_options.h) and the ParsedOptions
to delegate the parsing to CmdlineParser (see cmdline/cmdline_parser.h).

TODO: Finish the glue in ParsedOptions::Init to return a map, and then
ParsedOptions itself can become just some static helper methods.

Change-Id: Ic67c6bca5e1f33bf2ec60e2e3ff8c366bab91563
",2015/1/28 1:48,119
161,Fix delivery report error with PENDING status in SMS,"Fix delivery report error with PENDING status in SMS

1. According to TS 23.040, TP-Status values is changed properly.
2. When processing Status Report, it should be checked whether tpStatus is PENDING or FAILED.

Change-Id: I91c315cfb363f3e4b936c6b6b1a01083687a580f
",2011/1/31 9:45,113
162,Deprecate GrowableArray and use ArenaVector in MIRGraph.,"Deprecate GrowableArray and use ArenaVector in MIRGraph.

Change-Id: I92157d3a6ea5975f295662809585b2dc15caa1c6
",2014/9/22 16:44,110
163,UICC : fix read EF Image Instance,"UICC : fix read EF Image Instance

The EFs(4Fxx) path under DF Graphics are not distinguish
with the EFs(4Fxx) path under DF Phonebook.
The getEFPath() is not able to return correct path.
So, the path should be defined as MF_SIM + DF_TELECOM + DF_GRAPHICS.

And some duplicated codes are removed on handleMessage() of IccFileHandler class.

Bug : 9767739

Change-Id: I754ec5c40cff99adef11a9dfdc31b8e0446befbb
",2013/9/3 6:36,110
164,goldfish: enable SELinux for ARM,"goldfish: enable SELinux for ARM

Enable ""NSA SELinux Support"". This option depends on the following
other options:
* Socket and Networking Security Hooks
* Auditing support

Change-Id: Icb0f58985ee2b283c563ebc8513cebfcc7a3f871
Signed-off-by: Nick Kralevich <nnk@google.com>
",2013/6/25 22:32,104
165,Set environment to run the apps with native bridge,"Set environment to run the apps with native bridge

1. Provide the private dir to native bridge if need.
2. Invoke geAppEnv and get the envirioment values
   if native bridge is present and supports this app.
3. Set the environment for apps running native bridge.

Change-Id: I0b93da93251c6b4638de786bf98cf99df07c3fc2
Signed-off-by: jgu21 <jinghui.gu@intel.com>",2014/9/10 11:14,99
166,lgd: Fix pruning,"lgd: Fix pruning

In a scenario in which an on-line (blocking) client is running, and
and a clean is attempted (logcat -c) is issued, the following can
be observed:

1) the on-line logger seams to freeze
2) any other clear attempt will have no effect

What is actually happening:

In this case prune function will ""instruct"" the oldest timeEntry
to skip a huge number (very close to ULONG_MAX) of messages, this
being the cause of 1.
[fixed in LogTimeEntry::triggerSkip_Locked]

Since the consumer thread will skip all the log entries, mStart
updating will also be skipped. So a new cleaning attempt will have
the same oldest entry, nothing will be done.
[fixed in LogTimeEntry::FilterSecondPass]

Change-Id: I1b369dc5b02476e633e52578266a644e37e188a5
Signed-off-by: TraianX Schiau <traianx.schiau@intel.com>
",2014/12/16 13:28,96
167,There is no _MIN for unsigned types.,"There is no _MIN for unsigned types.

Change-Id: I49c38e51197b750210bdbf28c9cf6db30452a206
",2014/7/22 0:17,91
168,Suppress or fix clang errors before the fix from upstream.,"Suppress or fix clang errors before the fix from upstream.

* Make Exynos_UpdateFrameSize global to link with other modules.
* Suppress warnings about int conversion, pointer conversion,
  implicit function declaration, sign/unsign comparison, and
  c++11-narrowing.

Change-Id: I462902cbc0d1c3442d59a6741c66d8a870a99e8c
",2015/1/6 18:46,91
169,Fix <sys/klog.h> to correspond to the kernel operations.,"Fix <sys/klog.h> to correspond to the kernel operations.

This makes the constants correspond to those in the Linux kernel's
include/linux/syslog.h, but keeping our old badly-named constants for
source compatibility.

Change-Id: Ia47d1299205754cbfffd29ed48b497b53d1edaae
",2012/9/14 22:44,80
170,ART: x86 specific clearing higher bits when converting long to int,"ART: x86 specific clearing higher bits when converting long to int

The following problem description is taken from
https://android-review.googlesource.com/107261
  If destination and source of long-to-int is the same physical
  register on 64-bit then we do not emit any instructions but
  consider that destination is a 32-bit view of source register.
  As a result high part contains garbage. If the destination is
  used later as index to array access then this garbage is used
  in computation of address because address is 64-bit. For all
  other cases garbage is just ignored.

A generic solution (113023) for all hw platforms was suggested
but rejected later for the sake of HW specific solution:
  https://android-review.googlesource.com/113023
  https://android-review.googlesource.com/114436

This patch is a rework of patch 113023 to stick with x86_64
specific changes: for 64-bit target this patch forces generating
reg-to-reg copy if the src and dest are the same physical
registers. This makes the higher bits be zeroed by 32-bit move
instruction.

Change-Id: Id29af839506ff9319ffba08b2e86e240fef4dafd
Signed-off-by: Serguei Katkov <serguei.i.katkov@intel.com>
Signed-off-by: Yevgeny Rouban <yevgeny.y.rouban@intel.com>
",2014/11/26 12:13,77
171,Clean up libc/Android.mk a bit after the crtbrand changes.,"Clean up libc/Android.mk a bit after the crtbrand changes.

Change-Id: Icfb95fffe70967418cd93da8cbeae22dcd68f8c9
",2012/8/8 21:08,64
172,Enable chromium http stack for x86,"Enable chromium http stack for x86

Use chromium http stack as the online media http stack for x86 platform.

Change-Id: I16a7a8697127a51fab8105833f7463911852f0b3
",2012/5/2 7:15,52
173,Comment out unused parameters.,"Comment out unused parameters.

BUG: 18205090
Change-Id: I3b4e5961d8cca96c1ca131bc51233f473c980e67
",2014/11/19 23:53,48
174,ART: Clean up compiler,"ART: Clean up compiler

Clean up the compiler: less extern functions, dis-entangle
compilers, hide some compiler specifics, lower global includes.

Change-Id: Ibaf88d02505d86994d7845cf0075be5041cc8438
",2014/8/22 6:31,46
175,Rename mipsr6 as mips32r6,"Rename mipsr6 as mips32r6

Change-Id: Ia0d0083227ce9a78f8f38001e067288a4eda22af
",2015/1/7 3:10,43
176,Enable x86_64 emulation support.,"Enable x86_64 emulation support.

At last, we can support x86_64 targets by simply adding
TARGET_X86_64 1 in target-x86/config.h.

+ Recognize 'x86_64' as a valid CPU ABI in build.prop
  and associate it with 'emulator-x86' properly.

+ Remove obsolete definition of TARGET_PHYS_ADDR_SPACE_BITS,
  since this is now handled by target-*/cpu.h anyway.

+ Add missing util/host-utils.c required by x86_64 helper
  functions in target-i386/op_helper.c

+ Remove obsolete VPATH entry in top-level Makefile.

This replaces the patches:
  https://android-review.googlesource.com/80370
  https://android-review.googlesource.com/80371

NOTE: This still only supports 3.4 kernels, for 3.10 and
      higher, a future patch will address required changes.

Change-Id: Iad221ac96b68fd1a1a8ca89650ef5db69c74c312
",2014/3/7 22:46,38
177,Enable armv7/thumb2 multilib for arm-eabi.,"Enable armv7/thumb2 multilib for arm-eabi.

Configured multilib:

> arm-eabi-gcc -print-multi-lib
.;
thumb;@mthumb
thumb/thumb2;@mthumb@march=armv7

Change-Id: Ie6d951929432610a7317dd37bdf12cb97544e1b4
",2012/11/30 5:29,38
178,Windows adb: stdout and stderr handles not inheritable,"Windows adb: stdout and stderr handles not inheritable
",2012/11/29 1:23,35
179,"AMR-NB opensource contributions: 10904, 10905 and 10906","AMR-NB opensource contributions: 10904, 10905 and 10906
",2009/8/31 19:12,32
180,"AMR-NB opensource contributions: 10904, 10905 and 10906","AMR-NB opensource contributions: 10904, 10905 and 10906
",2009/8/31 19:12,32
181,Update build system for better Clang behavior on Mac.,"Update build system for better Clang behavior on Mac.

Change-Id: I1813954681b670807d7e3faaf6d5f5a769cc5f2e",2014/4/21 21:01,32
182,Complete agreed changes to Navigation Editor and enable by default,"Complete agreed changes to Navigation Editor and enable by default

As per recent meeting:

1. Enable navigation editor (show ""Navigation Editor"" menu item in ""Tools->Android"" menu.
2. Remove toolbar icon.
3. *Move "".navigation"" directory to "".idea/navigation"". [*reversed - made it easy to switch]
4. Create navigation directories if they don't exist when navigation editor is first launched.
5. Add in-tool link for on-line help at ""d.android.com/tools/help/navigation-editor.html"".
6. Remove ""phablet"" option in (straw-man) form-factor selector in nav editor UI.

Change-Id: I6cf0e9676378fd8cf69b73f98fbf35afc5d608da
",2014/6/9 23:42,28
183,Check for tagged pointer support,"Check for tagged pointer support

This is arm64 only

Change-Id: Iaa67b7cfc16dc0367002695a028e8475e3e3975e
",2014/2/11 19:25,27
184,Support kernels with version >= 3.10,"Support kernels with version >= 3.10

Newer Android Linux kernels modify the way certain devices are
named, i.e.:

  /dev/qemu_pipe is renamed as /dev/goldfish_pipe.
  /dev/ttyS<num> is renamed as /dev/ttyGF<num>

This patch adds support code to the emulator to deal with this
as transparently as possible:

1) Add a new hardware property 'kernel.newDeviceNaming', a string
   which can only take the values 'autodetect', 'no', and 'yes'.

2) Support code to probe the type of a kernel image.
   IMPORTANT: The kernel implementation depends on the host
   /usr/bin/file to properly recognize kernel files and extract
   their version number. This really only works on Linux and
   OS X, and only for x86 and x86_64 kernel images.

   A future patch will implement more robust detection by
   essentially doing its own probing through libmagic or equivalent.

   Note that there doesn't seem to be any existing libmagic rules
   to recognize ARM and MIPS kernel images at the moment :-(

   See android/kernel/kernel_utils*

3) Modify the emulator startup code to perform auto-detection
   when possible (broken on Windows, and non Intel archs, see
   comment above).

4) Modify the kernel command line generation to handle the new
   TTY device naming

5) Modify the Goldfish pipe virtual device implementation
   (since the device name presented to the kernel also changed).

This should be enough to auto-detect Linux 3.10+ x86_64 kernel
images on Linux.

Change-Id: Ied517f8a1fdeb18d84fa9a12ebcdc3daa1f41d9a
",2014/3/7 22:46,25
185,"RIO-7396: Speech decoders AMR-NB & WB: bring android change request: 11541, 11542, and 11543 to Opencore","RIO-7396: Speech decoders AMR-NB & WB: bring android change request: 11541, 11542, and 11543 to Opencore
",2009/9/24 0:17,24
186,Replace gnu designator with standard syntax.,"Replace gnu designator with standard syntax.

Clang compiler complains about the non-standard syntax.

BUG: 18193625
Change-Id: Ibdd0035b6d47670ee138820748035d702c83de3d
",2014/10/30 22:58,23
187,"RIO-7396: Speech decoders AMR-NB & WB: bring android change request: 11541, 11542, and 11543 to Opencore","RIO-7396: Speech decoders AMR-NB & WB: bring android change request: 11541, 11542, and 11543 to Opencore
",2009/9/24 0:17,23
188,add more PowerVR exceptions for FileSystemPermissionTest,"add more PowerVR exceptions for FileSystemPermissionTest

On the platforms with a PowerVR GPU and newer device drivers,
the /dev/dri/card, /dev/dri/card0, and /dev/dri/controlD64
device nodes may be created to support the IMG GPU libary

The device nodes are used by any process using EGL/GLES, which
includes system processes such as SurfaceFlinger and most
sandboxed native/java applications.

It is therefore not possible to use only group-writable permissions.

Imagination Technologies believe that the  /dev/dri/card,
/dev/dri/card0 , and /dev/dri/controlD64 device driver is secure
and has been properly audited

Change-Id: Icb93665d845d8f95df16fb710eb0ed4e222c23d3
Signed-off-by: Leon Hsiao <leon.hsiao@intel.com>
",2014/1/7 3:53,21
189,NetworkImage - fix nullPointerException.,"NetworkImage - fix nullPointerException.

1. getLayoutParams() can be null.
2. old version used LinearLayout.LayoutParams instead of ViewGroup.LayoutParams
",2013/7/1 18:42,20
190,ART: Fix Clang CFLAGS inclusion,"ART: Fix Clang CFLAGS inclusion

Only include the CFLAGS if Clang is not explicitly disabled for the
architecture.

Change-Id: Ic63d7c8018f633a9b20a4ff9285d6380426017a5
",2015/1/7 22:37,20
191,libnfc-nxp: fix build for 64-bit,"libnfc-nxp: fix build for 64-bit

Turn off unused parameter warnings to unclutter the build output
When storing an int in a void*, use intptr_t to cast between them
Store pointer handles in an intptr_t or a uintptr_t

Change-Id: If48290ca23dd295f1a87220c5b1d5232ebdc8d45
",2014/3/24 20:10,19
192,Fix system and GABI++ headers.,"Fix system and GABI++ headers.

The C++ headers provided by the 'sytem' and 'gabi++' runtimes do
not compile for API level < 9 (cstdlib), or at all (stl_pair.h).

This patch fixes these issues, and also adds a regression test.

Change-Id: Ia78b3871039ed40dd2089da96bd775e9c2d359cd
",2013/2/18 14:06,17
193,Rewrite atomic.h to use stdatomic.h.,"Rewrite atomic.h to use stdatomic.h.

Replace atomic-inl.h with a file that just includes atomic.h.
Remove platform specific implementations.

Change-Id: If16d74fbe0af7836ed8c1296c17e13a2d0d20f64
",2014/10/2 1:15,17
194,Fix embedded build,"Fix embedded build

1) Disable dexpreopt if DALVIK_VM_LIB isn't set up by the product.
2) DEX2OAT_TARGET_INSTRUCTION_SET_FEATURES is moved to config.mk,
for it's only decided by target arch.
3) Move Java module input from embedded.mk to base.mk.

Change-Id: Ife70b0cd8cee2e5c92f356c808affa56f494b49a
",2014/3/20 19:16,16
195,[WIP] Rewrite the POSIX timer functions.,"[WIP] Rewrite the POSIX timer functions.

This simplifies the implementation a little and fixes some of the bugs,
but I think we can do a lot better. Checkpointing what I have so far...

Change-Id: Iad19f155de977667aea09410266d54e63e8a26bf
",2014/3/4 23:59,15
196,Remove dead code from cpp.py.,"Remove dead code from cpp.py.

Change-Id: Ie66c65b3a7ae13b4e98ed8038a6a534f06eae0e5
",2013/11/5 22:54,15
197,Add missing .cpp in Makefile.,"Add missing .cpp in Makefile.

Change-Id: I8c9b5fe7474673c54906846129e677e4f0cf6c02
",2015/2/5 20:32,14
198,Fix arm64 bug introduced by refactoring.,"Fix arm64 bug introduced by refactoring.

- Commit 1d8cdbc5202378 made changes to the parameters for
artSet64InstanceFromCode, but did not change THREE_ARG_DOWNCALL
to THREE_ARG_REF_DOWNCALL for arm64.

Change-Id: If256b0bd32dbd1c95f61e0afcb35975bb09a8b97
Signed-off-by: Stephen Kyle <stephen.kyle@arm.com>
",2014/10/22 14:40,14
199,Don't assume minusSign is a single char.,"Don't assume minusSign is a single char.

Locales like arabic have a multi char minusSign in
their locale data.

The only difficulty here is presented by DecimalFormatSymbols,
which is a public API and expects the minus sign to be
a single codepoint. The API has been changed to return the
first character of the minusSign string for getMinusSign, which
seems like the least bad option at this point.

The serialized form hasn't been modified either, since it's
public API as well and it isn't easy to expand to a String
without awkward semantics.

bug: 13410257

Change-Id: I0e575b7eea0fd811ccb9fb5dc04e20d2e0fa13bf
",2014/3/13 17:02,14
200,AArch64: Add few more inline functions,"AArch64: Add few more inline functions

This patch adds inlining support for the following functions:
* Math.max/min(long, long)
* Math.max/min(float, float)
* Math.max/min(double, double)
* Integer.reverse(int)
* Long.reverse(long)

Change-Id: Ia2b1619fd052358b3a0d23e5fcbfdb823d2029b9
Signed-off-by: Serban Constantinescu <serban.constantinescu@arm.com>
",2014/7/2 18:27,14
201,Update aosp/master compiler-rt for rebase to r222486.,"Update aosp/master compiler-rt for rebase to r222486.

Change-Id: I38047809dbac0425193c82e810315998adbb380d
",2014/11/27 1:57,12
202,"Coalesce shared_app, media_app, release_app into untrusted_app.","Coalesce shared_app, media_app, release_app into untrusted_app.

This change folds the shared_app, media_app, and release_app
domains into untrusted_app, reducing the set of app domains down
to just distinct domains for the fixed UID apps (e.g. system_app, bluetooth,
nfc, radio), a single domain for apps signed by the platform key
(platform_app), and a single domain for all other apps (untrusted_app).
Thus, SELinux only distinguishes when already distinguished by a predefined
Android ID (AID) or by the platform certificate (which get the signature-only
Android permissions and thus may require special OS-level accesses).

It is still possible to introduce specific app domains for specific
apps by adding signer and package stanzas to mac_permissions.xml,
but this can be done on an as-needed basis for specialized apps that
require particular OS-level permissions outside the usual set.

As there is now only a single platform app domains, get rid of the
platformappdomain attribute and platform_app_domain() macro.  We used
to add mlstrustedsubject to those domains but drop this since we are not
using MLS in AOSP presently; we can revisit which domains need it if/when
we use MLS.

Since we are dropping the shared, media, and release seinfo entries from
seapp_contexts, drop them from mac_permissions.xml as well.  However,
we leave the keys.conf entries in case someone wants to add a signer
entry in the future for specific apps signed by those keys to
mac_permissions.xml.

Change-Id: I877192cca07360c4a3c0ef475f016cc273e1d968
Signed-off-by: Stephen Smalley <sds@tycho.nsa.gov>
",2014/4/4 13:16,12
203,Reinstate the CTS tests for the DateUtils year 2038 bugs.,"Reinstate the CTS tests for the DateUtils year 2038 bugs.

Bug: https://code.google.com/p/android/issues/detail?id=13050
Change-Id: I832bdc562e600b9f40e369cd9e4245a22d999427
",2013/3/11 18:22,12
204,"[MIPS] Fast android_memset for Mips64, Mipsr6","[MIPS] Fast android_memset for Mips64, Mipsr6

Fix broken mips64 build by replacing mips32r2-only android_memset.S.
Use HW-bonded pairs of 64-bit stores to fill 128 bits/cycle.
Rely on HW automatic cache prefetch optimizations.
Software cache prefetching is counterproductive on next mips cores.
New method is coded in C, and also works okay on non-Mips architectures.

Change-Id: Id7153a8fe11538fe25287e101375661b0e99e2a2
",2015/4/17 1:21,11
205,init: prevent action being added to the action_queue twice,"init: prevent action being added to the action_queue twice

Property triggers may cause an action to be queued twice, resulting
in a loop in the action queue.  Keep actions that are not on the queue
in the list_empty state (act->qlist->next == act->qlist), and only
add them to the list if they are in that state.

Bug: 8335133
Change-Id: I3a3ec18176cf19cbaa3a45220a03c7560eacfe79
",2013/6/10 21:16,11
206,Fixed ld --gc-sections bug.,"Fixed ld --gc-sections bug.

Change-Id: Ib856c96ca91fea2860c872d81a15ebd496a42783
",2012/5/16 20:05,10
207,X86-64 support for artInvokeInterfaceTrampoline,"X86-64 support for artInvokeInterfaceTrampoline

This allows to determine target method when the interface method has
no dex index.

Change-Id: I2997592c7dd1f4dd2bd497522c64bd235ae615a6
Signed-off-by: Alexei Zavjalov <alexei.zavjalov@intel.com>
",2014/6/5 16:17,9
208,Fix multilib build.,"Fix multilib build.

Change-Id: I403b832319585b04edf69a27474dcdd23982b93b
",2014/3/13 17:25,9
209,Use stlport for libv8 and v8shell,"Use stlport for libv8 and v8shell

Currently we incorrectly use the STL implementation from the toolchain.

Change-Id: Icc337d19e46188a818b07ceab7be7721ebf12ffa
",2012/1/20 17:43,9
210,Fix executable symlinks.,"Fix executable symlinks.

32 bit targets will leave TARGET_PREFER_{32,64}_BIT_APPS unset
so adjust accordingly. Also clean up an explanatory comment.

Change-Id: I1f6faa640e4e862631fff49f7c565766ef2c567f
",2014/5/14 17:27,9
211,Drop permissive constraint from kickstart policy.,"Drop permissive constraint from kickstart policy.

Change-Id: Id391b3be01e76c4b96b6720bd72786e5365f5ab8
Signed-off-by: rpcraig <rpcraig@tycho.ncsc.mil>
",2013/10/30 17:34,9
212,Add missing features of JELLY_BEAN and JELLY_BEAN_MR1 to feature summary list,"Add missing features of JELLY_BEAN and JELLY_BEAN_MR1 to feature summary list

Change-Id: I53f01b14c7247c8f68f6cd4e6cdd4bf64d32ea75
Signed-off-by: Leo Liao <leo_liao@asus.com>",2013/2/7 18:48,9
213,Remove support for non-PIE executables,"Remove support for non-PIE executables

Don't support the dynamic linker loading ET_EXEC executables. Only
support ET_DYN executables.

Bug: 14566672
Change-Id: Ia1f2bfffe7ea867c1cd62e67d7fd637c60c0728d
",2014/5/8 15:57,8
214,gpu: ion: Also shrink memory cached in the deferred free list,"gpu: ion: Also shrink memory cached in the deferred free list

When the system is low on memory, we want to shrink any cached
system memory ion is holding.  Previously we were shrinking memory
in the page pools, but not in the deferred free list.  This patch
makes it possible to shrink both.  It also moves the shrinker
code into the heaps so they can correctly manage any caches they
might contain.

Change-Id: I177f587f999a5220eddbf7af94745aae736cac75
Signed-off-by: Rebecca Schultz Zavin <rebecca@android.com>
",2013/5/23 22:43,8
215,Clean up warnings in the malloc_debug_* files.,"Clean up warnings in the malloc_debug_* files.

Change-Id: Ia18e89c4c6878764f8d7ed34b8247e7a8d8fe88b
",2012/8/28 21:15,8
216,Add opt/telephony and opt/mms to eclipse .classpath,"Add opt/telephony and opt/mms to eclipse .classpath

Change-Id: I7ac5ff06f72435dbe10463ca71413df1fde9e676
",2012/8/9 15:16,8
217,"[4.9] Switch gcc-4.9 to use google/gcc-4_9 branch. This source drop uses svn version r212828 of google/gcc-4.9 branch. All gcc-4.9 patches before July 3rd are ported to google/gcc-4.9. The following prior commits has not been merged to google branch yet. (They are included in this commit). e7af147f979e657fe2df00808e5b4319b0e088c6, baf87df3cb2683649ba7e9872362a7e721117c23, and c231900e5dcc14d8296bd9f62b45997a49d4d5e7.","[4.9] Switch gcc-4.9 to use google/gcc-4_9 branch.
This source drop uses svn version r212828 of google/gcc-4.9 branch.
All gcc-4.9 patches before July 3rd are ported to google/gcc-4.9.
The following prior commits has not been merged to google branch yet.
(They are included in this commit).
e7af147f979e657fe2df00808e5b4319b0e088c6,
baf87df3cb2683649ba7e9872362a7e721117c23, and
c231900e5dcc14d8296bd9f62b45997a49d4d5e7.

Change-Id: I4bea3ea470387ff751c2be4cb0d4a12059b9299b
",2014/7/21 23:58,8
218,Disable setting of restorecon_last attribute on /data/data.,"Disable setting of restorecon_last attribute on /data/data.

Since /data/data labeling is based on seapp_contexts and seinfo
assignments rather than file_contexts, we do not want to set
the security.restorecon_last attribute on /data/data (and /data/user)
as that will wrongly disable subsequent attempts to relabel /data/data.
Also, setting a security. attribute other than selinux or capability
requires CAP_SYS_ADMIN and thus attempting to do this will trigger
denials for installd, which handles /data/data relabeling.

Ensuring that /data/data is only relabeled when necessary is the
responsibility of the caller.

Change-Id: I33476236c493f9749a3da068afd83d9f279409a9
Signed-off-by: Stephen Smalley <sds@tycho.nsa.gov>
",2014/2/27 18:11,8
219,Refresh endian.h,"Refresh endian.h

See b15c58bb0fe55f076751acd7a5d00ded0ec33963

Change-Id: I71858f6d15adb688e0b05685e55582f0f1ddae54
",2012/12/4 13:36,7
220,Telephony: Support ShiftJIS encoding and Skip unsupported bearer data subparam,"Telephony: Support ShiftJIS encoding and Skip unsupported bearer data subparam

Support Shift-JIS CHARi encoding type per 3GPP2 C.R1001 section 9.1.

3GPP2 C.S0015-B, v2.0, table 4.5-1 shows bearer data subparam ID
above 0x17 is reserved. Fix to skip reserved bearer data subparams
instead of throwing CodingException.

Change-Id: Ib83e7e72189a267421ba5fd77695b8f684ef00e2
",2012/8/22 23:08,7
